Athlete ID,Athlete Last Name,Weight(K),Age,Gender,Event Name,Event Date,Event Location,Event Country,Event Weather,Event Results,Event Rank,Event Record,event_surface,Notes,Event_Temp in C,Event_Temp in K
1638,Desilva,66,21,F,400m,5/25/21,Arena D,Mexico,4,203.36,2,,Turf,Great race,29,302.15
1640,Jost,67,25,F,100m,6/29/22,Track C,Vietnam,2,297.56,1,,Gravel,Hot and humid,26,299.15
1643,Krueger,60,35,F,3000m,2/6/20,Track C,USA,1,263.91,4,,Track,Rainy event,32,305.15
1649,Shavers,83,29,F,110m hurdles,7/6/19,Field B,South Korea,2,91.36,2,,Track,Close finish,16,289.15
1652,Jackson,68,25,F,110m hurdles,7/20/19,Track C,South Korea,1,116.91,5,,Gravel,Great event,31,304.15
1654,Morrison,76,26,F,1500m,9/29/20,Arena D,USA,3,53.24,1,,Sand,Great race,24,297.15
1656,Obrecht,61,22,F,100m,8/25/22,Arena D,Mexico,1,108.1,5,,Asphalt,Great race,28,301.15
1659,Powell,80,20,F,400m,8/19/21,Field B,Mexico,3,80.61,4,,Track,Rainy event,25,298.15
1661,Hynes,81,30,F,400m hurdles,3/24/22,Field B,China,3,196.75,5,FALSE,Asphalt,Great race,35,308.15
1663,Carter,77,23,F,100m,10/12/20,Stadium A,China,3,236.09,3,TRUE,Asphalt,Cold day,25,298.15
1665,Smith,65,23,F,110m hurdles,11/14/22,Track C,Vietnam,1,213.74,2,FALSE,Track,Close finish,25,298.15
1670,Pruitt,86,24,F,3000m,11/11/20,Stadium A,Canada,2,260.57,1,TRUE,Concrete,Fast race,16,289.15
1671,Petri,85,25,F,1500m,3/25/22,Arena D,Vietnam,1,93.67,3,TRUE,Asphalt,New personal record!,29,302.15
1674,Worley,75,33,F,100m,1/28/21,Field B,Brazil,2,112.49,2,FALSE,Grass,Good competition,16,289.15
1676,Grant,88,35,F,200m,10/26/19,Arena D,Vietnam,1,217.81,5,FALSE,Sand,Messy track,34,307.15
1678,Tan,84,23,F,1500m,4/6/19,Field B,Vietnam,1,122.83,2,FALSE,Concrete,Challenging race,34,307.15
1679,Culley,72,20,F,100m,7/16/22,Field B,India,4,153.26,5,TRUE,Asphalt,Cloudy day,20,293.15
1683,Ramirez,73,24,F,800m,8/11/23,Track C,Vietnam,4,255.98,5,TRUE,Dirt,Windy day,17,290.15
1688,Gilbreath,62,33,F,110m hurdles,12/20/20,Arena D,UK,2,188.1,5,TRUE,Gravel,Great race,20,293.15
1689,Jimerson,60,26,F,3000m,11/9/22,Arena D,Spain,1,81.75,5,TRUE,Sand,Wet conditions,21,294.15
1690,Gay,61,22,F,3000m,9/1/22,Arena D,Spain,3,64.01,1,TRUE,Asphalt,Close finish,16,289.15
1691,Maurer,81,34,F,110m hurdles,10/20/23,Arena D,USA,4,236.75,4,FALSE,Gravel,Fast race,23,296.15
1693,Corbin,82,31,F,400m,6/10/21,Track C,UK,5,187.47,1,FALSE,Turf,Nice atmosphere,22,295.15
1694,Frenz,66,34,F,400m hurdles,3/9/23,Arena D,South Korea,1,254.3,2,FALSE,Asphalt,Cloudy day,29,302.15
1703,Williams,86,32,F,200m,1/15/19,Stadium A,India,1,192.59,5,FALSE,Track,Amazing crowd,23,296.15
1706,Simpson,61,26,F,400m hurdles,4/27/20,Stadium A,Brazil,2,113.47,4,FALSE,Sand,Great race,36,309.15
1709,Jividen,66,32,F,1500m,9/4/21,Stadium A,Canada,2,40.74,3,FALSE,Concrete,Close finish,29,302.15
1713,Rodriquez,68,24,F,200m,9/9/19,Field B,Spain,1,86.85,4,TRUE,Concrete,Challenging race,33,306.15
1714,Whitham,62,23,F,1500m,2/23/20,Track C,USA,2,89.84,4,TRUE,Grass,Close finish,19,292.15
1715,Rittenhouse,68,23,F,400m,10/26/21,Stadium A,South Korea,4,126.99,5,FALSE,Sand,Nice atmosphere,34,307.15
1718,Simmons,83,22,F,400m,12/3/23,Arena D,Brazil,1,172.96,1,TRUE,Asphalt,Challenging race,34,307.15
1719,Fuller,90,31,F,110m hurdles,5/13/19,Track C,Brazil,1,75.92,1,TRUE,Asphalt,Great race,24,297.15
1727,Richards,78,20,F,3000m,4/9/22,Stadium A,UK,3,252.6,1,FALSE,Asphalt,Wet conditions,18,291.15
1729,Lambert,60,28,F,1500m,5/13/22,Field B,Canada,2,237.06,4,FALSE,Grass,Windy day,17,290.15
1731,Caban,82,22,F,400m hurdles,12/14/19,Arena D,Brazil,3,32.2,1,TRUE,Sand,Great event,30,303.15
1736,Biller,62,33,F,3000m,7/10/19,Track C,UK,5,259.04,2,TRUE,Asphalt,Hot weather,28,301.15
1739,Garrett,82,26,F,400m hurdles,4/2/23,Field B,South Korea,4,166.09,4,TRUE,Asphalt,Hot weather,35,308.15
1744,Indovina,89,26,F,800m,11/11/22,Arena D,Brazil,3,272.02,5,FALSE,Concrete,Fast race,21,294.15
1746,Foss,80,27,F,400m hurdles,5/4/23,Field B,UK,3,11.29,4,FALSE,Gravel,Cloudy day,21,294.15
1752,Childress,89,27,F,110m hurdles,5/29/22,Field B,India,4,137.09,2,TRUE,Asphalt,Great event,19,292.15
1753,Fogg,64,33,F,400m hurdles,3/17/21,Stadium A,South Korea,5,174.61,5,TRUE,Gravel,Hot weather,29,302.15
1754,Rogers,81,26,F,3000m,6/6/22,Track C,Mexico,2,148.37,1,FALSE,Gravel,Cold day,32,305.15
1757,Musgrove,82,31,F,400m hurdles,6/15/20,Stadium A,Vietnam,3,22.22,4,TRUE,Track,Good competition,25,298.15
1758,Rodgers,84,33,F,400m,7/31/21,Arena D,Mexico,5,142.37,3,FALSE,Grass,Great event,35,308.15
1759,Siegel,87,20,F,800m,7/22/22,Track C,Brazil,1,164.27,1,TRUE,Track,Rainy event,26,299.15
1760,Blandy,79,26,F,800m,7/4/22,Field B,USA,4,109.74,2,TRUE,Sand,Cold day,17,290.15
1764,Jacobs,71,34,F,100m,2/13/23,Track C,Mexico,1,125.95,1,TRUE,Turf,Cloudy day,25,298.15
1768,Spirer,75,31,F,100m,10/14/21,Track C,Vietnam,5,70.64,4,FALSE,Concrete,Messy track,26,299.15
1772,Jordan,62,32,F,200m,11/27/19,Track C,China,1,271.18,5,TRUE,Gravel,Amazing crowd,37,310.15
1773,Anderson,65,27,F,3000m,1/21/21,Field B,Canada,4,143.99,5,FALSE,Dirt,Great race,20,293.15
1776,Mcglone,76,35,F,800m,5/2/23,Track C,South Korea,4,41.63,4,TRUE,Track,New personal record!,21,294.15
1783,Twyman,89,28,F,3000m,4/17/19,Track C,India,1,102.45,4,TRUE,Turf,Personal best!,31,304.15
1786,Nakasone,72,34,F,200m,4/27/22,Stadium A,China,5,205.42,4,FALSE,Sand,Great event,16,289.15
1788,Rodriguez,86,31,F,100m,11/4/19,Stadium A,Mexico,4,233.11,4,TRUE,Concrete,Hot and humid,20,293.15
1789,Williams,80,30,F,3000m,1/18/23,Track C,Canada,3,143.73,3,FALSE,Grass,Amazing crowd,20,293.15
1791,Adkins,80,27,F,1500m,3/11/22,Field B,Vietnam,2,278.53,3,TRUE,Asphalt,Messy track,17,290.15
1793,Mays,60,20,F,800m,2/19/19,Track C,South Korea,3,86.25,5,TRUE,Gravel,Messy track,30,303.15
1795,Barber,88,24,F,400m hurdles,9/28/20,Stadium A,Mexico,1,46.73,2,TRUE,Dirt,Hot and humid,34,307.15
1801,Lentz,90,27,F,110m hurdles,1/22/22,Track C,UK,3,138.16,3,TRUE,Sand,Personal best!,36,309.15
1804,Baldwin,74,29,F,3000m,12/19/19,Stadium A,Brazil,5,133.33,4,FALSE,Dirt,Cloudy day,27,300.15
1806,Johnson,74,24,F,400m,2/25/19,Arena D,Spain,5,84.26,4,TRUE,Concrete,Enjoyed the event,20,293.15
1815,Valenzula,62,30,F,1500m,2/25/21,Field B,UK,5,190.7,1,FALSE,Gravel,Personal best!,26,299.15
1818,Graham,68,26,F,100m,5/19/22,Arena D,China,4,169.16,4,FALSE,Asphalt,Great event,18,291.15
1819,Ziego,77,33,F,100m,2/25/21,Field B,Canada,2,249.06,2,TRUE,Grass,Good competition,32,305.15
1820,Sampson,77,31,F,800m,3/13/21,Stadium A,Spain,2,297.84,3,FALSE,Asphalt,Nice atmosphere,36,309.15
1823,Telfer,78,33,F,1500m,7/21/20,Stadium A,India,1,126.16,4,FALSE,Turf,Personal best!,19,292.15
1825,Mitchell,67,25,F,400m,12/15/23,Field B,UK,2,275.05,2,TRUE,Asphalt,Good competition,27,300.15
1829,Baker,75,28,F,400m,3/9/22,Arena D,India,5,48.06,2,TRUE,Dirt,Great race,35,308.15
1830,Davis,79,20,F,1500m,11/24/20,Field B,Canada,3,147.95,2,TRUE,Sand,Cloudy day,33,306.15
1832,Teller,75,20,F,200m,7/6/20,Track C,India,2,297.86,1,FALSE,Turf,Hot and humid,30,303.15
1836,Scheidecker,80,27,F,200m,2/6/21,Track C,South Korea,1,130.95,1,TRUE,Dirt,Good competition,18,291.15
1837,Ruiz,70,33,F,1500m,5/2/21,Stadium A,UK,1,157.07,4,FALSE,Concrete,Hot weather,25,298.15
1841,Radcliffe,79,26,F,800m,12/22/21,Arena D,Canada,5,57.27,2,TRUE,Concrete,Great race,29,302.15
1843,Legault,66,22,F,800m,9/18/21,Track C,Brazil,1,192.79,4,TRUE,Track,Good competition,19,292.15
1850,Lindley,80,22,F,3000m,11/24/19,Field B,USA,3,182.61,5,TRUE,Asphalt,Close finish,20,293.15
1852,Dustin,88,35,F,400m hurdles,1/9/19,Arena D,Mexico,4,40.29,5,FALSE,Grass,Close finish,36,309.15
1853,Lancaster,65,24,F,200m,9/14/22,Stadium A,South Korea,5,41.67,1,FALSE,Concrete,Close finish,35,308.15
1856,Castro,62,20,F,200m,6/5/19,Arena D,UK,2,160.23,4,FALSE,Sand,Wet conditions,31,304.15
1858,Jones,73,25,F,3000m,3/31/21,Stadium A,Canada,2,180.56,5,FALSE,Track,Fast race,28,301.15
1860,Tolman,71,27,F,200m,5/4/19,Track C,mexico,5,282.06,1,TRUE,Concrete,Hot weather,35,308.15
1861,Clark,84,26,F,110m hurdles,11/24/20,Field B,mexico,4,65.12,4,FALSE,Gravel,Cloudy day,33,306.15
1865,Marshall,72,35,F,100m,6/16/23,Field B,mexico,5,138.58,3,FALSE,Asphalt,Fast race,27,300.15
1872,Davis,68,20,F,100m,9/13/23,Stadium A,mexico,4,280.87,4,TRUE,Sand,Cloudy day,16,289.15
1881,Hatcher,63,34,F,110m hurdles,3/25/21,Track C,mexico,1,126,3,FALSE,Concrete,Cloudy day,37,310.15
1882,Phelps,62,20,F,3000m,8/3/21,Stadium A,mexico,4,258.93,1,FALSE,Dirt,Great race,16,289.15
1889,Wilson,88,23,F,1500m,4/19/22,Track C,mexico,1,218.92,3,FALSE,Asphalt,Personal best!,18,291.15
1892,Altmann,90,31,F,3000m,3/23/20,Stadium A,mexico,3,70.15,1,FALSE,Concrete,Close finish,18,291.15
1897,Atkins,73,26,F,800m,4/8/21,Stadium A,mexico,3,249.9,2,TRUE,Dirt,Amazing crowd,27,300.15
1898,Maloney,73,31,F,400m hurdles,9/30/22,Track C,mexico,1,77.35,2,FALSE,Grass,Hot weather,27,300.15
1901,Campbell,85,32,F,400m hurdles,2/23/23,Track C,mexico,3,273.09,2,TRUE,Concrete,Great race,33,306.15
1902,Fallon,90,35,F,110m hurdles,2/4/19,Field B,mexico,2,215.17,5,FALSE,Gravel,Great race,36,309.15
1905,Lumpkin,80,27,F,1500m,3/28/20,Arena D,mexico,1,179.36,3,FALSE,Asphalt,Great race,29,302.15
1906,Sherlock,66,35,F,800m,4/21/21,Stadium A,USA,4,124.1,2,FALSE,Grass,Great event,25,298.15
1912,Green,79,27,F,110m hurdles,2/17/23,Field B,Spain,1,114,4,FALSE,Concrete,Enjoyed the event,29,302.15
1913,Boatwright,61,23,F,200m,12/7/21,Stadium A,UK,1,114.71,5,TRUE,Dirt,Enjoyed the event,37,310.15
1914,Snider,81,20,F,100m,7/18/20,Stadium A,Vietnam,4,43.83,2,FALSE,Gravel,Amazing crowd,32,305.15
1917,Gregg,67,31,F,400m,1/9/23,Stadium A,India,3,123.95,3,TRUE,Turf,Windy day,24,297.15
1918,Roller,71,24,F,400m hurdles,9/12/19,Arena D,Brazil,1,224.11,4,TRUE,Turf,Cold day,37,310.15
1919,Parker,65,24,F,200m,10/8/23,Field B,UK,4,156.6,3,TRUE,Turf,Great event,29,302.15
1921,Vinson,74,20,F,110m hurdles,2/10/20,Arena D,India,3,24.66,4,TRUE,Track,Challenging race,36,309.15
1927,Larson,60,20,F,110m hurdles,10/3/21,Stadium A,China,4,137.91,2,FALSE,Sand,Messy track,21,294.15
1928,Foy,67,28,F,3000m,8/22/23,Arena D,Spain,2,171.39,1,TRUE,Grass,Challenging race,34,307.15
1932,Friedman,65,20,F,200m,8/23/23,Track C,Spain,1,30.72,4,TRUE,Gravel,Amazing crowd,30,303.15
1933,Werner,81,26,F,400m hurdles,10/16/19,Arena D,China,5,14.45,4,FALSE,Asphalt,Challenging race,18,291.15
1938,Miles,67,31,F,800m,10/8/19,Track C,Canada,2,257.41,1,TRUE,Grass,Nice atmosphere,28,301.15
1940,Ruch,67,30,F,110m hurdles,3/10/20,Arena D,Spain,4,257.54,4,FALSE,Concrete,Cloudy day,31,304.15
1942,Peacock,72,32,F,1500m,7/5/20,Arena D,Brazil,1,39.95,5,TRUE,Dirt,Great event,31,304.15
1953,Ellison,68,25,F,200m,12/11/20,Field B,UK,4,240.8,3,FALSE,Sand,Challenging race,19,292.15
1958,Patel,63,33,F,1500m,8/1/20,Arena D,Brazil,4,153.44,2,FALSE,Turf,Nice atmosphere,20,293.15
1959,Alquisira,89,22,F,800m,9/21/19,Arena D,Mexico,2,33.26,3,FALSE,Track,Challenging race,19,292.15
1960,Reynolds,83,24,F,400m,11/4/21,Stadium A,Spain,2,90.94,3,FALSE,Concrete,Nice atmosphere,32,305.15
1966,Myers,85,26,F,400m,2/5/21,Arena D,Brazil,5,71.42,1,TRUE,Sand,Close finish,36,309.15
1968,Selph,65,29,F,800m,1/2/19,Arena D,USA,5,18.99,3,FALSE,Sand,Cold day,31,304.15
1970,Dopler,86,27,F,100m,10/9/19,Field B,Mexico,5,186.91,1,FALSE,Asphalt,Fast race,22,295.15
1971,Smith,84,23,F,400m hurdles,11/20/20,Arena D,India,3,66.6,4,FALSE,Grass,Great event,16,289.15
1972,Brink,79,22,F,110m hurdles,8/24/23,Stadium A,Vietnam,2,149.94,5,FALSE,Gravel,Hot weather,19,292.15
1975,Fowler,81,31,F,110m hurdles,7/4/23,Stadium A,Brazil,4,172.68,2,FALSE,Asphalt,Personal best!,20,293.15
1978,Crutcher,79,23,F,3000m,11/12/20,Stadium A,Canada,4,244.73,2,TRUE,Asphalt,Great event,30,303.15
1979,Grier,87,29,F,800m,7/23/23,Field B,USA,5,80.15,2,TRUE,Dirt,Messy track,23,296.15
1981,Keller,76,34,F,3000m,8/3/21,Track C,USA,3,184.57,4,FALSE,Concrete,Wet conditions,21,294.15
1984,Mcdaniel,85,24,F,200m,4/27/23,Field B,Vietnam,2,72,4,FALSE,Asphalt,Hot and humid,19,292.15
1991,Kelly,78,25,F,100m,5/13/22,Track C,Mexico,3,195.63,3,FALSE,Asphalt,Messy track,29,302.15
1996,Dudley,79,34,F,200m,2/3/21,Field B,China,2,35.38,4,TRUE,Track,Cloudy day,34,307.15
1997,Williams,71,26,F,400m,9/17/20,Track C,USA,4,293.7,1,FALSE,Gravel,Challenging race,29,302.15
2002,Pineda,72,28,F,400m hurdles,10/29/20,Arena D,UK,4,62.65,2,FALSE,Gravel,Nice atmosphere,25,298.15
2005,Richards,82,21,F,3000m,5/11/22,Field B,China,4,122.86,4,FALSE,Asphalt,Messy track,22,295.15
2012,Freeney,73,22,F,3000m,10/29/19,Field B,India,4,114.56,4,FALSE,Dirt,Challenging race,29,302.15
2014,Justice,77,25,F,3000m,3/15/21,Track C,Mexico,4,224.29,3,FALSE,Dirt,Hot weather,37,310.15
2016,Storer,77,26,F,800m,10/15/19,Field B,India,3,103.31,1,TRUE,Track,Personal best!,16,289.15
2017,Hoover,71,35,F,110m hurdles,11/21/21,Stadium A,Spain,4,144.15,5,FALSE,Sand,Personal best!,24,297.15
2020,Ramirez,72,23,F,110m hurdles,2/1/23,Stadium A,China,2,94.23,5,FALSE,Concrete,Cold day,35,308.15
2022,Hildebrand,68,24,F,200m,3/23/23,Field B,South Korea,3,160.83,4,FALSE,Dirt,Amazing crowd,35,308.15
2023,Hartzell,62,22,F,200m,12/28/19,Arena D,Mexico,3,230.57,4,FALSE,Gravel,Messy track,18,291.15
2030,Hoge,83,21,F,400m,3/20/23,Field B,Vietnam,2,213.48,4,FALSE,Turf,Cloudy day,29,302.15
2034,Bloodsaw,79,34,F,400m,10/6/21,Arena D,Brazil,5,299.27,4,FALSE,Gravel,Cloudy day,29,302.15
2036,Dunnaway,75,27,F,1500m,9/12/20,Track C,Brazil,3,259.4,5,TRUE,Track,Windy day,16,289.15
2038,Hall,69,29,F,1500m,4/25/20,Arena D,China,2,39.89,2,FALSE,Concrete,Great event,17,290.15
2046,Thomas,90,31,F,3000m,12/21/22,Track C,Brazil,1,88.27,3,FALSE,Dirt,Cloudy day,23,296.15
2050,Davenport,72,30,F,110m hurdles,6/13/19,Stadium A,China,2,22.71,3,FALSE,Dirt,Amazing crowd,19,292.15
2052,Richard,81,34,F,800m,3/3/21,Field B,UK,5,194.74,2,FALSE,Sand,Rainy event,28,301.15
2053,Curry,70,27,F,200m,12/14/23,Arena D,China,5,38.08,2,FALSE,Sand,New personal record!,35,308.15
2054,Barr,84,30,F,110m hurdles,11/3/22,Track C,Canada,3,31.08,5,TRUE,Grass,Rainy event,23,296.15
2059,Stephenson,72,29,F,110m hurdles,2/5/21,Track C,Mexico,5,61.55,3,TRUE,Gravel,Cold day,31,304.15
2060,Mills,75,30,F,200m,3/22/22,Arena D,Brazil,3,81.68,2,FALSE,Dirt,Wet conditions,34,307.15
2065,Francis,88,29,F,800m,9/19/20,Stadium A,South Korea,1,125.04,1,FALSE,Grass,Challenging race,18,291.15
2075,Santos,82,27,F,110m hurdles,2/9/19,Stadium A,Brazil,1,12.2,2,TRUE,Concrete,Messy track,29,302.15
2076,Mccafferty,62,33,F,1500m,2/9/22,Field B,UK,3,243.76,4,FALSE,Dirt,Windy day,18,291.15
2077,Castle,83,34,F,200m,9/19/20,Field B,Mexico,3,160.78,5,TRUE,Track,Rainy event,22,295.15
2084,Glynn,63,33,F,3000m,5/8/19,Stadium A,China,3,278.08,1,TRUE,Gravel,Good competition,26,299.15
2093,Slipper,60,31,F,100m,9/27/22,Track C,Canada,1,275.29,2,FALSE,Track,Good competition,29,302.15
2095,Nicholas,67,28,F,100m,7/1/21,Track C,India,4,245.41,3,FALSE,Sand,Amazing crowd,34,307.15
2096,King,66,34,F,200m,9/24/21,Arena D,South Korea,4,192.73,5,FALSE,Dirt,Wet conditions,24,297.15
2101,Santana,66,28,F,1500m,8/8/23,Arena D,USA,5,90.15,4,TRUE,Asphalt,Rainy event,28,301.15
2102,Gatlin,69,30,F,100m,9/28/22,Track C,Vietnam,1,151.95,2,FALSE,Gravel,Amazing crowd,31,304.15
2108,Collins,82,33,F,100m,7/12/23,Field B,UK,4,59.73,1,FALSE,Dirt,Windy day,32,305.15
2114,Cole,70,30,F,100m,3/22/23,Stadium A,China,2,293.89,4,TRUE,Sand,Fast race,36,309.15
2115,Anderson,90,32,F,400m hurdles,9/19/21,Track C,Brazil,2,276.98,2,FALSE,Concrete,Fast race,21,294.15
2118,Denning,69,34,F,400m,10/15/19,Stadium A,UK,4,189.87,3,TRUE,Grass,Hot and humid,22,295.15
2121,Newman,87,32,F,1500m,1/19/23,Field B,UK,4,29.83,1,FALSE,Concrete,Windy day,26,299.15
2122,Goodlett,74,34,F,100m,12/22/20,Field B,UK,5,95.09,4,TRUE,Grass,Amazing crowd,24,297.15
2127,Linn,86,25,F,1500m,2/18/23,Field B,Vietnam,3,218.68,3,TRUE,Sand,Fast race,18,291.15
2128,Smith,65,21,F,400m,5/27/19,Arena D,Vietnam,2,16.28,4,FALSE,Sand,Fast race,24,297.15
2130,Ruano,65,31,F,3000m,4/13/21,Arena D,Canada,2,145.04,3,FALSE,Turf,Hot and humid,21,294.15
2131,Clark,72,22,F,3000m,9/3/19,Arena D,Vietnam,3,19.8,1,TRUE,Track,Hot weather,25,298.15
2132,Mcdaniel,81,34,F,110m hurdles,10/13/21,Track C,India,4,36.73,5,TRUE,Track,Hot and humid,20,293.15
2134,Anthony,71,34,F,110m hurdles,7/23/23,Stadium A,South Korea,3,77.25,3,FALSE,Concrete,Close finish,29,302.15
2135,Weaver,80,27,F,800m,4/4/23,Field B,Vietnam,3,119.29,5,FALSE,Turf,Cloudy day,26,299.15
2140,Gibson,66,21,F,1500m,2/10/23,Arena D,UK,5,237.49,5,FALSE,Concrete,Fast race,16,289.15
2147,Ripley,86,21,F,110m hurdles,6/25/21,Arena D,Mexico,4,79.46,1,FALSE,Grass,Cloudy day,28,301.15
2148,Stolle,67,24,F,200m,9/2/22,Field B,Mexico,5,200.66,2,TRUE,Grass,Fast race,36,309.15
2150,Westbrook,66,31,F,200m,4/3/20,Track C,South Korea,2,290.65,3,TRUE,Track,Rainy event,16,289.15
2157,Langley,70,20,F,800m,7/13/20,Track C,UK,1,199.55,4,TRUE,Turf,Fast race,21,294.15
2159,Robinson,63,23,F,400m,6/30/22,Stadium A,China,4,163.13,2,TRUE,Grass,Cold day,17,290.15
2162,Matias,78,34,F,800m,2/12/23,Track C,China,3,251.76,3,FALSE,Turf,Hot and humid,23,296.15
2165,Cho,60,27,F,3000m,5/8/22,Arena D,Mexico,3,57.34,2,TRUE,Grass,Enjoyed the event,23,296.15
2168,Brown,89,33,F,400m hurdles,11/14/19,Field B,USA,5,27.05,4,TRUE,Turf,Great race,19,292.15
2171,Washington,75,23,F,400m,5/31/21,Stadium A,Brazil,4,200.5,1,FALSE,Dirt,Personal best!,21,294.15
2176,Hanson,72,26,F,1500m,7/2/20,Track C,Brazil,2,168.54,3,FALSE,Turf,Enjoyed the event,33,306.15
2178,Castro,77,30,F,1500m,6/28/20,Track C,Spain,3,290.15,3,FALSE,Grass,Hot weather,35,308.15
2182,Charles,83,24,F,200m,11/12/19,Arena D,India,5,113.47,1,FALSE,Asphalt,Hot weather,22,295.15
2185,Bender,67,30,F,400m hurdles,2/7/21,Arena D,USA,4,92.56,2,FALSE,Turf,Personal best!,30,303.15
2186,Gendreau,70,22,F,200m,4/8/22,Field B,Brazil,5,170.77,4,FALSE,Turf,Hot weather,27,300.15
2188,Barrick,78,24,F,400m hurdles,4/12/22,Field B,Spain,1,180.52,2,FALSE,Track,Great event,21,294.15
2189,Council,83,22,F,1500m,5/11/19,Field B,South Korea,3,185.97,2,FALSE,Turf,New personal record!,30,303.15
2190,Cepeda,82,29,F,400m,11/20/23,Track C,Brazil,1,293.78,1,FALSE,Turf,Hot weather,29,302.15
2192,Brooks,84,31,F,110m hurdles,8/2/19,Field B,Spain,2,121.16,5,FALSE,Sand,Great event,31,304.15
2201,Dagel,62,31,F,3000m,5/22/21,Track C,Brazil,2,15.43,2,TRUE,Grass,Challenging race,35,308.15
2206,Lopez,65,27,F,110m hurdles,5/13/20,Field B,South Korea,4,55.96,1,TRUE,Sand,Hot weather,34,307.15
2209,Whitt,76,29,F,110m hurdles,10/28/22,Arena D,China,3,298.69,5,FALSE,Dirt,Amazing crowd,33,306.15
2210,Washington,76,20,F,3000m,11/26/20,Track C,UK,1,102.49,5,FALSE,Gravel,Windy day,26,299.15
2214,Byron,63,35,F,400m,6/24/20,Track C,Mexico,4,69.51,1,TRUE,Concrete,New personal record!,30,303.15
2217,Underdahl,62,22,F,200m,10/7/20,Track C,China,4,231.63,3,TRUE,Turf,Wet conditions,19,292.15
2218,Fielder,67,32,F,200m,5/10/22,Arena D,Vietnam,1,265.86,3,FALSE,Gravel,Challenging race,27,300.15
2220,Keith,89,21,F,100m,3/1/22,Stadium A,South Korea,4,61.96,3,TRUE,Grass,Wet conditions,34,307.15
2224,Gonzales,90,20,F,100m,9/19/19,Stadium A,Vietnam,1,141.08,5,FALSE,Asphalt,Hot weather,21,294.15
2226,Robinson,79,33,F,110m hurdles,4/5/22,Track C,Canada,1,26.94,5,FALSE,Track,Wet conditions,26,299.15
2227,Stalker,61,33,F,400m hurdles,8/15/22,Track C,Mexico,3,191.77,2,FALSE,Sand,Rainy event,21,294.15
2230,Logan,88,33,F,800m,10/8/19,Stadium A,India,4,120.16,2,TRUE,Grass,Good competition,36,309.15
2231,Ramirez,88,24,F,110m hurdles,2/10/23,Track C,UK,4,296.93,2,TRUE,Concrete,Messy track,22,295.15
2237,Gibson,78,34,F,3000m,2/3/19,Track C,USA,5,59.16,4,FALSE,Gravel,Hot and humid,30,303.15
2241,Boykin,78,34,F,100m,5/31/23,Track C,Canada,5,60.83,2,FALSE,Concrete,Great event,16,289.15
2242,Troutman,71,31,F,800m,11/2/19,Field B,South Korea,2,42.91,3,TRUE,Gravel,New personal record!,16,289.15
2243,Wiseman,87,35,F,110m hurdles,9/15/20,Arena D,Vietnam,3,225.04,1,FALSE,Asphalt,Wet conditions,33,306.15
2247,Reid,62,23,F,100m,5/14/21,Track C,Mexico,1,170.64,2,TRUE,Concrete,Good competition,20,293.15
2248,Skeens,88,25,F,400m,10/12/22,Stadium A,Canada,4,16.5,3,TRUE,Concrete,Amazing crowd,31,304.15
2252,Trentman,77,25,F,400m,3/16/23,Arena D,India,5,206.16,1,FALSE,Turf,Challenging race,28,301.15
2253,Beachy,65,26,F,110m hurdles,12/30/21,Field B,Vietnam,3,184.39,5,FALSE,Grass,Wet conditions,21,294.15
2255,Rockwell,84,30,F,100m,11/4/23,Stadium A,Canada,3,51.48,3,TRUE,Asphalt,Messy track,31,304.15
2256,Gallon,74,29,F,200m,9/18/20,Field B,Canada,3,202.91,5,TRUE,Gravel,Challenging race,31,304.15
2257,Stewart,87,32,F,100m,6/25/23,Track C,UK,1,210.88,4,TRUE,Asphalt,Great event,17,290.15
2258,Simms,83,30,F,800m,1/5/20,Arena D,Spain,1,153.3,1,TRUE,Dirt,Great event,33,306.15
2259,Nguyen,80,32,F,200m,3/2/19,Stadium A,South Korea,2,178.34,1,FALSE,Grass,Good competition,36,309.15
2261,Sims,65,32,F,800m,11/26/23,Arena D,Spain,1,238.57,3,FALSE,Dirt,Amazing crowd,29,302.15
2264,Ramirez,67,31,F,400m,10/21/22,Stadium A,Brazil,1,185.73,5,TRUE,Gravel,New personal record!,24,297.15
2270,Ford,68,30,F,110m hurdles,12/3/22,Arena D,USA,2,274.87,1,TRUE,Sand,Enjoyed the event,27,300.15
2271,Smith,62,22,F,400m hurdles,8/30/22,Stadium A,India,1,274.14,3,FALSE,Grass,Hot and humid,16,289.15
2272,Wilson,76,25,F,3000m,11/16/19,Stadium A,UK,4,234.99,2,FALSE,Track,Hot weather,29,302.15
2281,Burch,61,35,F,400m hurdles,10/12/23,Field B,Mexico,2,88.12,2,TRUE,Asphalt,Messy track,34,307.15
2283,Mcintire,79,20,F,800m,11/14/21,Track C,USA,1,229.41,4,TRUE,Sand,Close finish,18,291.15
2288,Burns,89,20,F,400m,7/24/19,Track C,Spain,4,159.07,5,TRUE,Track,Good competition,35,308.15
2291,Brooks,62,23,F,110m hurdles,5/25/23,Field B,Brazil,4,267.21,4,TRUE,Sand,Challenging race,24,297.15
2295,Lombardo,74,26,F,110m hurdles,8/9/22,Track C,China,4,29.8,1,FALSE,Gravel,Windy day,17,290.15
2296,Sisk,63,28,F,3000m,5/7/20,Field B,India,3,97.49,5,TRUE,Sand,Nice atmosphere,23,296.15
